Srno,Company_Name,Bid_Opening_Date,Bid_Closing_Date,Face_Value,Bid_Price_From,Bid_Price_To,Market_Lot,Listing_at,Issue_size,Fresh_issue,Offer_for_sale,Basis_of_Allotment_Date,Initiation_of_refunds,Credit_of_shares_to_demat_account,Listing_date,Listing_day,Listing_year,BSE_script_code,NSE_symbol,Listing_in,ISIN,Qualified_Institutional_Buyers,Non_Institutional_Investors,Retail_Individual_Investors,Total_Subscription,Registrar_Name,Pre_Issue_Share_Holding,Post_Issue_Share_Holding,NSE_Listing_day_open,NSE_Listing_day_low,NSE_Listing_day_high,NSE_Listing_day_last_trade,NSE_Listing_day_volume,NSE_SME_Listing_day_open,NSE_SME_Listing_day_low,NSE_SME_Listing_day_high,NSE_SME_Listing_day_last_trade,NSE_SME_Listing_day_volume,BSE_Listing_day_open,BSE_Listing_day_low,BSE_Listing_day_high,BSE_Listing_day_last_trade,BSE_Listing_day_volume,BSE_SME_Listing_day_open,BSE_SME_Listing_day_low,BSE_SME_Listing_day_high,BSE_SME_Listing_day_last_trade,BSE_SME_Listing_day_volume
813,Soni Soya Products Limited ,"Mar 28, 2018","Apr 4, 2018",10,25,25,6000,NSE SME,"1,800,000 Eq Shares of ₹10 (aggregating up to ₹4.50 Cr)",NaN,NaN,"Apr 9, 2018","Apr 10, 2018","Apr 11, 2018","Thursday, April 12, 2018",Thursday,2018,NaN,SONISOYA,NaN,INE301Z01011,NaN,2.13,3.53,2.86,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.1,25.1,25.3,25.2,18000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
814,Dhruv Consultancy Services Limited ,"Apr 27, 2018","May 2, 2018",10,54,54,2000,BSE SME,"4,300,000 Eq Shares of ₹10 (aggregating up to ₹23.19 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, May 10, 2018",Thursday,2018,541302,NaN,MT,INE506Z01015,NaN,2.51,2.56,2.64,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.4,52.55,56.05,56.05,974000
815,Vera Synthetic Limited ,"Mar 28, 2018","Apr 4, 2018",10,40,40,3000,NSE SME,"1,335,000 Eq Shares of ₹10 (aggregating up to ₹5.34 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, April 12, 2018",Thursday,2018,NaN,VERA,NaN,INE709Z01015,NaN,3.29,3.7,3.49,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.85,44.3,48.7,44.3,15000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
816,Narmada Agrobase Limited ,"Mar 28, 2018","Apr 11, 2018",10,32,32,4000,NSE SME,"2,340,000 Eq Shares of ₹10 (aggregating up to ₹7.48 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, April 19, 2018",Thursday,2018,NaN,NARMADA,NaN,INE117Z01011,NaN,0.93,1.48,1.21,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.95,30.6,31.95,31.9,60000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
817,Mahickra Chemicals Limited ,"Apr 16, 2018","Apr 18, 2018",10,24,25,6000,NSE SME,"2,100,000 Eq Shares of ₹10 (aggregating up to ₹5.25 Cr)",NaN,NaN,"Apr 23, 2018","Apr 24, 2018","Apr 25, 2018","Thursday, April 26, 2018",Thursday,2018,NaN,MAHICKRA,NaN,INE961Y01015,NaN,22.42,9.88,27.85,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35,35,36.75,36.75,924000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
818,Power & Instrumentation (Gujarat) Limited ,"Apr 11, 2018","Apr 13, 2018",10,33,33,4000,NSE SME,"1,864,000 Eq Shares of ₹10 (aggregating up to ₹6.15 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 23, 2018",Monday,2018,NaN,PIGL,NaN,INE557Z01018,NaN,8.61,11.9,10.26,Skyline Financial Services Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35,34,35.9,34.9,780000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
819,Bombay Super Hybrid Seeds Limited ,"Apr 12, 2018","Apr 17, 2018",10,60,60,2000,NSE SME,"1,732,000 Eq Shares of ₹10 (aggregating up to ₹10.39 Cr)",NaN,NaN,"Apr 20, 2018","Apr 23, 2018","Apr 24, 2018","Wednesday, April 25, 2018",Wednesday,2018,NaN,BSHSL,NaN,INE032Z01012,NaN,4.56,14.45,9.67,Skyline Financial Services Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60,57,63,63,624000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
820,Indo US Bio-Tech Limited ,"Apr 30, 2018","May 3, 2018",10,51,51,2000,BSE SME,"1,430,000 Eq Shares of ₹10 (aggregating up to ₹7.29 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, May 11, 2018",Friday,2018,541304,NaN,MT,INE250Z01010,NaN,19.52,19.87,19.74,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.05,55.05,57.8,57.8,476000
821,Garv Industries Limited ,"Apr 12, 2018","Apr 17, 2018",10,10,10,10000,BSE SME,"3,200,000 Eq Shares of ₹10 (aggregating up to ₹3.20 Cr)",NaN,NaN,"Apr 20, 2018","Apr 23, 2018","Apr 24, 2018","Wednesday, April 25, 2018",Wednesday,2018,541276,NaN,MT,INE626Z01011,NaN,2.17,1.89,2.13,Skyline Financial Services Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,10,10.3,10,880000
822,Aakash Exploration Services Limited ,"Apr 17, 2018","Apr 19, 2018",10,56,56,2000,NSE SME,"1,800,000 Eq Shares of ₹10 (aggregating up to ₹10.08 Cr)",NaN,NaN,"Apr 24, 2018","Apr 25, 2018","Apr 26, 2018","Friday, April 27, 2018",Friday,2018,NaN,AAKASH,NaN,INE087Z01016,NaN,1.59,1.38,1.48,Skyline Financial Services Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.75,53,57,57,224000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
823,Dr Lalchandani Labs Limited ,"Apr 25, 2018","Apr 27, 2018",10,30,30,4000,BSE SME,"1,400,000 Eq Shares of ₹10 (aggregating up to ₹4.20 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 9, 2018",Wednesday,2018,541299,NaN,MT,INE871Z01013,NaN,3.35,6.48,4.96,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.95,28.5,29.95,28.5,148000
824,Akshar Spintex Limited ,"Apr 27, 2018","May 3, 2018",10,40,40,3000,BSE SME,"6,747,000 Eq Shares of ₹10 (aggregating up to ₹26.99 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, May 11, 2018",Friday,2018,541303,NaN,MT,INE256Z01017,NaN,1.71,9.24,5.49,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,38,40.25,38,720000
825,Godha Cabcon & Insulation Limited ,"Apr 27, 2018","May 3, 2018",10,30,33,4000,NSE SME,"3,000,000 Eq Shares of ₹10 (aggregating up to ₹9.90 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, May 11, 2018",Friday,2018,NaN,GODHA,NaN,INE925Y01010,NaN,1.1,1.69,1.39,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31,31,31,31,4000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
826,SoftTech Engineers Limited ,"Apr 27, 2018","May 3, 2018",10,78,80,1600,NSE SME,"2,851,200 Eq Shares of ₹10 (aggregating up to ₹22.81 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, May 11, 2018",Friday,2018,NaN,SOFTTECH,NaN,INE728Z01015,NaN,31.21,28.94,30.82,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.5,72,73,72,17600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
827,Five Core Electronics Limited ,"May 9, 2018","May 11, 2018",10,140,140,1000,NSE SME,"3,333,000 Eq Shares of ₹10 (aggregating up to ₹46.66 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, May 21, 2018",Monday,2018,NaN,FIVECORE,NaN,INE574Z01013,NaN,1.04,0.07,0.55,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140.9,138,147.9,145.5,577000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
828,E2E Networks Limited ,"May 3, 2018","May 7, 2018",10,57,57,2000,NSE SME,"3,858,000 Eq Shares of ₹10 (aggregating up to ₹21.99 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, May 15, 2018",Tuesday,2018,NaN,E2E,NaN,INE255Z01019,NaN,130.82,13.39,73.81,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,84,89.25,89,1868000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
829,IndoStar Capital Finance Limited ,"May 9, 2018","May 11, 2018",10,570,572,26,"BSE, NSE","32,237,762 Eq Shares of ₹10 (aggregating up to ₹1,844.00 Cr)",[.] Eq Shares of ₹10 (aggregating up to ₹700.00 Cr),"20,000,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","May 16, 2018","May 17, 2018","May 18, 2018","Monday, May 21, 2018",Monday,2018,541336,INDOSTAR,B,INE896L01010,16.08,6.91,1.17,6.65,Link Intime India Private Ltd,NaN,NaN,600,579.1,606.8,586.1,16614188,NaN,NaN,NaN,NaN,NaN,600,578.5,606.3,585.5,2688376,NaN,NaN,NaN,NaN,NaN
830,Milestone Furniture Limited ,"May 7, 2018","May 11, 2018",10,45,45,3000,BSE SME,"3,297,000 Eq Shares of ₹10 (aggregating up to ₹14.84 Cr)",NaN,NaN,"May 16, 2018","May 17, 2018","May 18, 2018","Monday, May 21, 2018",Monday,2018,541337,NaN,MT,INE424Z01011,NaN,0.82,3.45,2.13,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,42.75,45.45,44.45,621000
831,U. H. Zaveri Limited ,"May 8, 2018","May 14, 2018",10,36,36,3000,BSE SME,"2,220,000 Eq Shares of ₹10 (aggregating up to ₹7.99 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, May 22, 2018",Tuesday,2018,541338,NaN,MT,INE556Z01010,NaN,1.89,3.76,2.83,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,25.65,27,25.65,39000
832,Sirca Paints India Limited ,"May 16, 2018","May 22, 2018",10,151,160,800,NSE SME,"4,870,000 Eq Shares of ₹10 (aggregating up to ₹77.92 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 30, 2018",Wednesday,2018,NaN,SIRCA,NaN,INE792Z01011,NaN,9.69,6.44,8.32,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,162,157,165,164.8,1563200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
833,Innovators Facade Systems Limited ,"May 14, 2018","May 16, 2018",10,71,72,1600,BSE SME,"5,660,800 Eq Shares of ₹10 (aggregating up to ₹40.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, May 24, 2018",Thursday,2018,541353,NaN,MT,INE870Z01015,NaN,28.18,13.85,23.45,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,69,75.6,75.6,1664000
834,Megastar Foods Limited ,"May 14, 2018","May 16, 2018",10,30,30,4000,BSE SME,"2,680,000 Eq Shares of ₹10 (aggregating up to ₹8.04 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, May 24, 2018",Thursday,2018,541352,NaN,MT,INE00EM01016,NaN,1.88,1.52,1.7,Skyline Financial Services Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.5,30.5,31.95,31,776000
835,Suumaya Lifestyle Limited ,"May 22, 2018","May 25, 2018",10,18,18,8000,NSE SME,"1,888,000 Eq Shares of ₹10 (aggregating up to ₹3.40 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, June 4, 2018",Monday,2018,NaN,SUULD,NaN,INE591Q01016,NaN,1.49,1.39,1.44,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,17.6,18,17.85,1296000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
836,Latteys Industries Limited ,"May 23, 2018","May 28, 2018",10,66,66,2000,NSE SME,"1,222,000 Eq Shares of ₹10 (aggregating up to ₹8.06 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, June 5, 2018",Tuesday,2018,NaN,LATTEYS,NaN,INE262Z01015,NaN,1.19,3.74,2.47,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68,64.6,68,66.2,278000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
837,Affordable Robotic & Automation Limited ,"May 24, 2018","May 28, 2018",10,83,85,1600,BSE SME,"3,667,200 Eq Shares of ₹10 (aggregating up to ₹31.17 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, June 4, 2018",Monday,2018,541402,NaN,MT,INE692Z01013,NaN,2.7,25.3,4.63,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90.05,92,99.25,99.25,89600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
838,Shree Vasu Logistics Limited ,"May 23, 2018","May 25, 2018",10,45,45,3000,NSE SME,"2,064,000 Eq Shares of ₹10 (aggregating up to ₹9.29 Cr)",NaN,NaN,"May 30, 2018","May 31, 2018","Jun 1, 2018","Monday, June 4, 2018",Monday,2018,NaN,SVLL,NaN,INE00CE01017,NaN,2.45,0.88,1.67,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,48,48.7,48.5,315000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
839,Debock Sales and Marketing Ltd ,"May 24, 2018","May 28, 2018",10,20,20,6000,NSE SME,"2,220,000 Eq Shares of ₹10 (aggregating up to ₹4.44 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, June 5, 2018",Tuesday,2018,NaN,DSML,NaN,INE411Y01011,NaN,1.07,1.88,1.47,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.95,20.1,21,20.35,282000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
840,Nakoda Group of Industries Limited ,"May 23, 2018","May 29, 2018",10,35,35,4000,BSE SME,"1,852,000 Eq Shares of ₹10 (aggregating up to ₹6.48 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, June 6, 2018",Wednesday,2018,541418,NaN,MT,INE236Y01012,NaN,1.9,0.74,1.32,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35,35.3,35.35,35.35,12000
841,Arihant Institute Limited ,"May 23, 2018","May 28, 2018",10,30,30,4000,BSE SME,"2,500,000 Eq Shares of ₹10 (aggregating up to ₹7.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, June 5, 2018",Tuesday,2018,541401,NaN,MT,INE997Z01016,NaN,0.69,3.71,2.2,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.95,28.75,30.05,29.25,440000
842,Palm Jewels Limited ,"May 25, 2018","Jun 4, 2018",10,30,30,4000,BSE SME,"2,968,000 Eq Shares of ₹10 (aggregating up to ₹8.90 Cr)",NaN,NaN,"Jun 6, 2018","Jun 7, 2018","Jun 7, 2018","Tuesday, June 12, 2018",Tuesday,2018,541444,NaN,MT,INE838Z01012,NaN,0.82,1.5,1.16,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.5,35.65,37.5,35.85,104000
843,ShreeOswal Seeds & Chemicals Limited ,"Jun 7, 2018","Jun 12, 2018",10,25,26,4000,NSE SME,"4,576,000 Eq Shares of ₹10 (aggregating up to ₹11.90 Cr)",NaN,NaN,"Jun 15, 2018","Jun 18, 2018","Jun 19, 2018","Wednesday, June 20, 2018",Wednesday,2018,NaN,OSWALSEEDS,NaN,INE00IK01011,NaN,2.6,5.69,4.17,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.85,27,27.85,27,1776000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
844,Waa Solar Limited ,"May 31, 2018","Jun 4, 2018",10,161,161,800,BSE SME,"1,750,000 Eq Shares of ₹10 (aggregating up to ₹28.18 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, June 12, 2018",Tuesday,2018,541445,NaN,MT,INE799N01012,NaN,0.85,2.84,1.85,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158,152.1,158,153.15,60000
845,Sonam Clock Limited ,"Jun 1, 2018","Jun 6, 2018",10,36,36,3000,NSE SME,"2,808,000 Eq Shares of ₹10 (aggregating up to ₹10.11 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, June 14, 2018",Thursday,2018,NaN,SONAMCLOCK,NaN,INE00LM01011,NaN,1.04,3.8,2.42,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,36.75,37.5,36.95,1068000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
846,Accuracy Shipping Limited ,"Jun 11, 2018","Jun 14, 2018",10,81,84,1600,NSE SME,"4,257,600 Eq Shares of ₹10 (aggregating up to ₹35.76 Cr)",NaN,NaN,"Jun 19, 2018","Jun 20, 2018","Jun 21, 2018","Friday, June 22, 2018",Friday,2018,NaN,ACCURACY,NaN,INE648Z01015,0.56,1.42,4.79,1.5,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,84,90,86.1,940800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
847,Priti International Limited ,"Jun 11, 2018","Jun 13, 2018",10,75,75,1600,NSE SME,"700,800 Eq Shares of ₹10 (aggregating up to ₹5.26 Cr)",NaN,NaN,"Jun 18, 2018","Jun 19, 2018","Jun 20, 2018","Thursday, June 21, 2018",Thursday,2018,NaN,PRITI,NaN,INE974Z01015,NaN,7.41,8.1,7.76,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,81,83.7,81.25,488000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
848,RITES Limited ,"Jun 20, 2018","Jun 22, 2018",10,180,185,80,"BSE, NSE","25,200,000 Eq Shares of ₹10 (aggregating up to ₹460.51 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, July 2, 2018",Monday,2018,541556,RITES,NaN,INE320J01015,71.71,194.56,14.24,66.74,Link Intime India Private Ltd,NaN,NaN,190,190,224.5,213.3,49663840,NaN,NaN,NaN,NaN,NaN,190,190,224.4,212.7,5566077,NaN,NaN,NaN,NaN,NaN
849,Fine Organic Industries Limited ,"Jun 20, 2018","Jun 22, 2018",5,780,783,19,"BSE, NSE","7,664,994 Eq Shares of ₹5 (aggregating up to ₹600.20 Cr)",NaN,NaN,"Jun 27, 2018","Jun 28, 2018","Jun 28, 2018","Monday, July 2, 2018",Monday,2018,541557,FINEORG,NaN,INE686Y01026,12.85,21,1.19,8.77,KFintech Private Limited,NaN,NaN,815,786.65,833.7,822.8,5816448,NaN,NaN,NaN,NaN,NaN,815,787,834,822.8,882982,NaN,NaN,NaN,NaN,NaN
850,Supreme Engineering Ltd ,"Aug 24, 2018","Aug 29, 2018",10,27,32,4000,NSE SME,"6,584,000 Eq Shares of ₹10 (aggregating up to ₹17.78 Cr)",NaN,NaN,"Sep 3, 2018","Sep 4, 2018","Sep 5, 2018","Thursday, September 6, 2018",Thursday,2018,NaN,SUPREMEENG,NaN,INE319Z01013,NaN,1.4,1,1.2,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.1,26,27.8,27.55,576000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
851,Ushanti Colour Chem Limited ,"Jul 23, 2018","Jul 25, 2018",10,60,60,2000,NSE SME,"1,926,000 Eq Shares of ₹10 (aggregating up to ₹11.56 Cr)",NaN,NaN,"Jul 30, 2018","Jul 31, 2018","Aug 1, 2018","Thursday, August 2, 2018",Thursday,2018,NaN,UCL,NaN,INE00NI01015,NaN,5.71,6.73,6.24,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.2,64.2,67.4,67.4,534000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
852,Rudrabhishek Enterprises Limited ,"Jun 29, 2018","Jul 5, 2018",10,41,41,3000,NSE SME,"4,569,000 Eq Shares of ₹10 (aggregating up to ₹18.73 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, July 13, 2018",Friday,2018,NaN,REPL,NaN,INE364Z01019,NaN,1.81,0.52,1.17,Skyline Financial Services Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.25,40.1,42,41.7,378000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
853,Varroc Engineering Limited ,"Jun 26, 2018","Jun 28, 2018",1,965,967,15,"BSE, NSE","20,121,730 Eq Shares of ₹1 (aggregating up to ₹1,945.77 Cr)",NaN,NaN,"Jul 3, 2018","Jul 4, 2018","Jul 5, 2018","Friday, July 6, 2018",Friday,2018,541578,VARROC,NaN,INE665L01035,9.15,2.45,0.84,3.54,Link Intime India Private Ltd,NaN,NaN,"1,015.00","1,000.00","1,061.65","1,037.35",14543041,NaN,NaN,NaN,NaN,NaN,"1,032.00","1,000.00","1,062.00","1,040.55",2275292,NaN,NaN,NaN,NaN,NaN
854,Bright Solar Limited ,"Jun 26, 2018","Jun 29, 2018",10,36,36,3000,NSE SME,"5,400,000 Eq Shares of ₹10 (aggregating up to ₹19.44 Cr)",NaN,NaN,"Jul 4, 2018","Jul 6, 2018","Jul 6, 2018","Monday, July 9, 2018",Monday,2018,NaN,BRIGHT,NaN,INE684Z01010,NaN,2.21,1.49,1.85,Alankit Assignments Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.75,37.75,37.75,37.25,6000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
855,Rajnish Wellness Limited ,"Jun 25, 2018","Jun 29, 2018",10,95,95,1200,BSE SME,"1,261,200 Eq Shares of ₹10 (aggregating up to ₹11.98 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, July 9, 2018",Monday,2018,541601,NaN,NaN,INE685Z01017,NaN,2.02,0.23,1.13,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,100,104.7,100.15,338400
856,Jakharia Fabric Limited ,"Jun 29, 2018","Jul 3, 2018",10,180,180,800,NSE SME,"1,092,000 Eq Shares of ₹10 (aggregating up to ₹19.66 Cr)",NaN,NaN,"Jul 6, 2018","Jul 9, 2018","Jul 10, 2018","Wednesday, July 11, 2018",Wednesday,2018,NaN,JAKHARIA,NaN,INE00N401018,NaN,1.82,0.6,1.21,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181.35,180.75,182.45,181.5,73600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
857,Ganga Forging Limited ,"Jun 29, 2018","Jul 3, 2018",10,21,21,6000,NSE SME,"2,382,000 Eq Shares of ₹10 (aggregating up to ₹5.00 Cr)",NaN,NaN,"Jul 6, 2018","Jul 9, 2018","Jul 10, 2018","Wednesday, July 11, 2018",Wednesday,2018,NaN,GANGAFORGE,NaN,INE691Z01015,NaN,0.84,2.8,1.78,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.1,21,21.3,21.2,486000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
858,Ganesh Films India Limited ,"Jul 16, 2018","Jul 23, 2018",10,80,80,1600,BSE SME,"1,052,800 Eq Shares of ₹10 (aggregating up to ₹8.42 Cr)",NaN,NaN,"Jul 23, 2018","Jul 24, 2018","Jul 25, 2018","Tuesday, July 31, 2018",Tuesday,2018,541703,NaN,NaN,INE00WY01013,NaN,1.06,1.13,1.1,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,80,83,82,224000
859,HDFC Asset Management Company Limited ,"Jul 25, 2018","Jul 27, 2018",5,1095,1100,13,"BSE, NSE","25,457,555 Eq Shares of ₹5 (aggregating up to ₹2,800.33 Cr)",NaN,"25,457,555 Eq Shares of ₹5 (aggregating up to ₹[.] Cr)","Aug 1, 2018","Aug 2, 2018","Aug 3, 2018","Monday, August 6, 2018",Monday,2018,541729,HDFCAMC,NaN,INE127D01025,4435511,3326634,6.57,18804290,KFintech Private Limited,NaN,NaN,"1,726.25","1,726.25","1,844.00","1,815.95",19305566,NaN,NaN,NaN,NaN,NaN,"1,739.00","1,730.00","1,842.95","1,815.15",3076982,NaN,NaN,NaN,NaN,NaN
860,Ambani Organics Limited ,"Jul 6, 2018","Jul 10, 2018",10,66,66,2000,NSE SME,"1,368,000 Eq Shares of ₹10 (aggregating up to ₹9.03 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, July 18, 2018",Wednesday,2018,NaN,AMBANIORG,NaN,INE00C501018,NaN,1.91,0.97,1.36,Universal Capital Securities Pvt. Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.65,66.2,67,66.65,342000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
